,id.bioguide,handle,state,district,type,party,name.last,inc_name,inc_party,inc_ran,inc_won,had_challenger,winner_votes,runnerup_votes,winner_party,runnerup_party,margin
192,P000594,reperikpaulsen,MN,3.0,rep,Republican,Paulsen,"Paulsen, Erik",R,1,1,1,223077.0,169243.0,R,D,0.137219616639
193,P000588,repstevepearce,NM,2.0,rep,Republican,Pearce,"Pearce, Steve",R,1,1,1,143514.0,85232.0,R,D,0.254789154783
194,P000197,nancypelosi,CA,12.0,rep,Democrat,Pelosi,"Pelosi, Nancy",D,1,1,1,274035.0,64810.0,D,I,0.617465212708
195,P000593,repperlmutter,CO,7.0,rep,Democrat,Perlmutter,"Perlmutter, Ed",D,1,1,1,199758.0,144066.0,D,R,0.161978221416
196,P000597,chelliepingree,ME,1.0,rep,Democrat,Pingree,"Pingree, Chellie",D,1,1,1,227546.0,164569.0,D,R,0.160608494957
197,P000373,repjoepitts,PA,16.0,rep,Republican,Pitts,"Smucker, Lloyd",R,1,1,1,168669.0,134586.0,R,D,0.112390562398
198,P000592,judgetedpoe,TX,2.0,rep,Republican,Poe,"Poe, Ted",R,1,1,1,168692.0,100231.0,R,D,0.254574729569
199,P000598,jaredpolis,CO,2.0,rep,Democrat,Polis,"Polis, Jared",D,1,1,1,260175.0,170001.0,D,R,0.209621178308
200,P000602,repmikepompeo,KS,4.0,rep,Republican,Pompeo,"Pompeo, Mike",R,1,1,1,166998.0,81495.0,R,D,0.34408615132
201,P000599,congbillposey,FL,8.0,rep,Republican,Posey,"Posey, Bill",R,1,1,1,246483.0,127127.0,R,D,0.319466823693
202,P000523,repdavideprice,NC,4.0,rep,Democrat,Price,"Price, David",D,1,1,1,279380.0,130161.0,D,R,0.364356682237
203,P000591,reptomprice,GA,6.0,rep,Republican,Price,"Price, Tom",R,1,1,1,201088.0,124917.0,R,D,0.233649790647
204,Q000023,repmikequigley,IL,5.0,rep,Democrat,Quigley,"Quigley, Mike",D,1,1,1,212842.0,86222.0,D,R,0.423387636091
205,R000053,cbrangel,NY,13.0,rep,Democrat,Rangel,"Espaillat, Adriano",D,1,1,1,207194.0,16089.0,D,R,0.855886923769
206,R000585,reptomreed,NY,23.0,rep,Republican,Reed,"Reed, Tom",R,1,1,1,161050.0,118584.0,R,D,0.151862792078
207,R000578,davereichert,WA,8.0,rep,Republican,Reichert,"Reichert, David",R,1,1,1,193145.0,127720.0,R,D,0.203901952535
208,R000586,repjimrenacci,OH,16.0,rep,Republican,Renacci,"Renacci, Jim",R,1,1,1,225794.0,119830.0,R,D,0.306587505497
209,R000587,repribble,WI,8.0,rep,Republican,Ribble,"Gallagher, Mike",R,1,1,1,227892.0,135682.0,R,D,0.253620996001
210,R000588,reprichmond,LA,2.0,rep,Democrat,Richmond,"Richmond, Cedric",D,1,1,1,198289.0,57125.0,D,D,0.552687010109
211,R000589,repscottrigell,VA,2.0,rep,Republican,Rigell,"Taylor, Scott",R,1,1,1,190475.0,119440.0,R,D,0.229208008648
212,R000591,repmartharoby,AL,2.0,rep,Republican,Roby,"Roby, Martha",R,1,1,1,134886.0,112089.0,R,D,0.0923048891588
213,R000582,drphilroe,TN,1.0,rep,Republican,Roe,"Roe, Phil",R,1,1,1,198293.0,39024.0,R,D,0.671123434057
214,R000395,rephalrogers,KY,5.0,rep,Republican,Rogers,"Rogers, Hal",R,1,1,0,221242.0,0.0,R,NONE,1.0
215,R000575,repmikerogersal,AL,3.0,rep,Republican,Rogers,"Rogers, Mike",R,1,1,1,192164.0,94549.0,R,D,0.340462413633
216,R000409,,CA,48.0,rep,Republican,Rohrabacher,"Rohrabacher, Dana",R,1,1,1,178701.0,127715.0,R,D,0.166394705237
217,R000592,toddrokita,IN,4.0,rep,Republican,Rokita,"Rokita, Todd",R,1,1,1,193412.0,91256.0,R,D,0.358860145854
218,R000583,tomrooney,FL,17.0,rep,Republican,Rooney,"Rooney, Tom",R,1,1,1,209348.0,115974.0,R,D,0.287020244558
219,R000435,roslehtinen,FL,27.0,rep,Republican,Ros-Lehtinen,"Ros-Lehtinen, Ileana",R,1,1,1,157917.0,129760.0,R,D,0.0978771330346
220,R000580,peterroskam,IL,6.0,rep,Republican,Roskam,"Roskam, Peter",R,1,1,1,208555.0,143591.0,R,D,0.184480300784
221,R000593,repdennisross,FL,15.0,rep,Republican,Ross,"Ross, Dennis",R,1,1,1,182999.0,135475.0,R,D,0.149224112486
222,R000486,reproybalallard,CA,40.0,rep,Democrat,Roybal-Allard,"Roybal-Allard, Lucille",D,1,1,1,106554.0,24743.0,D,I,0.623098776057
223,R000487,repedroyce,CA,39.0,rep,Republican,Royce,"Royce, Ed",R,1,1,1,150777.0,112679.0,R,D,0.144608587392
224,R000576,call_me_dutch,MD,2.0,rep,Democrat,Ruppersberger,"Ruppersberger, Dutch",D,1,1,1,192183.0,102577.0,D,R,0.303996471706
225,R000515,repbobbyrush,IL,1.0,rep,Democrat,Rush,"Rush, Bobby",D,1,1,1,234037.0,81817.0,D,R,0.481931525325
226,R000570,speakerryan,WI,1.0,rep,Republican,Ryan,"Ryan, Paul",R,1,1,1,230072.0,107003.0,R,D,0.365108655344
227,R000577,reptimryan,OH,13.0,rep,Democrat,Ryan,"Ryan, Tim",D,1,1,1,208610.0,99377.0,D,R,0.354667567138
228,S000030,lorettasanchez,CA,46.0,rep,Democrat,Sanchez,"Correa, Lou",D,0,0,0,115248.0,49345.0,D,D,0.400399773988
229,S001168,repsarbanes,MD,3.0,rep,Democrat,Sarbanes,"Sarbanes, John",D,1,1,1,214640.0,115048.0,D,R,0.30207954187
230,S001176,stevescalise,LA,1.0,rep,Republican,Scalise,"Scalise, Steve",R,1,1,1,243645.0,41840.0,R,D,0.706884775032
231,S001145,janschakowsky,IL,9.0,rep,Democrat,Schakowsky,"Schakowsky, Jan",D,1,1,1,217306.0,109550.0,D,R,0.32967422963
232,S001150,repadamschiff,CA,28.0,rep,Democrat,Schiff,"Schiff, Adam",D,1,1,1,210883.0,59526.0,D,R,0.559733588749
233,S001180,repschrader,OR,5.0,rep,Democrat,Schrader,"Schrader, Kurt",D,1,1,1,199505.0,160443.0,D,R,0.108521230844
234,S001183,repdavid,AZ,6.0,rep,Republican,Schweikert,"Schweikert, David",R,1,1,1,201578.0,122866.0,R,D,0.242605811789
235,S001189,austinscottga08,GA,8.0,rep,Republican,Scott,"Scott, Austin",R,1,1,1,173983.0,83225.0,R,D,0.352858386986
236,S001157,repdavidscott,GA,13.0,rep,Democrat,Scott,"Scott, David",D,1,1,1,252833.0,0.0,D,NONE,1.0
237,S000185,repbobbyscott,VA,3.0,rep,Democrat,Scott,"Scott, Bobby",D,1,1,1,208337.0,103289.0,D,R,0.337096391187
238,S000244,jimpressoffice,WI,5.0,rep,Republican,Sensenbrenner,"Sensenbrenner, Jim",R,1,1,1,260706.0,114477.0,R,D,0.389753800146
239,S000248,repjoseserrano,NY,15.0,rep,Democrat,Serrano,"Serrano, Jose",D,1,1,1,165688.0,6129.0,D,R,0.928656652136
240,S000250,petesessions,TX,32.0,rep,Republican,Sessions,"Sessions, Pete",R,1,1,1,162868.0,43490.0,R,L,0.578499500867
241,S001185,repterrisewell,AL,7.0,rep,Democrat,Sewell,"Sewell, Terri",D,1,1,0,229330.0,3698.0,D,write in,0.968261324819
242,S000344,bradsherman,CA,30.0,rep,Democrat,Sherman,"Sherman, Brad",D,1,1,1,205279.0,77325.0,D,R,0.452767830604
243,S000364,repshimkus,IL,15.0,rep,Republican,Shimkus,"Shimkus, John",R,1,1,0,274554.0,0.0,R,NONE,1.0
244,S001154,repbillshuster,PA,9.0,rep,Republican,Shuster,"Schuster, Bill",R,1,1,1,186580.0,107985.0,R,D,0.266817171083
245,S001148,congmikesimpson,ID,2.0,rep,Republican,Simpson,"Simpson, Mike",R,1,1,1,205292.0,95940.0,R,D,0.363015881447
246,S001165,repsires,NJ,8.0,rep,Democrat,Sires,"Sires, Albio",D,1,1,1,134733.0,32337.0,D,R,0.612892799425
247,S000480,louiseslaughter,NY,25.0,rep,Democrat,Slaughter,"Slaughter, Louise",D,1,1,1,182950.0,142650.0,D,R,0.123771498771
248,S000510,repadamsmith,WA,9.0,rep,Democrat,Smith,"Smith, Adam",D,1,1,1,205165.0,76317.0,D,R,0.457748630463
249,S001172,repadriansmith,NE,3.0,rep,Republican,Smith,"Smith, Adrian",R,1,1,1,226720.0,0.0,R,NONE,1.0
250,S000522,repchrissmith,NJ,4.0,rep,Republican,Smith,"Smith, Chris",R,1,1,1,211992.0,111532.0,R,D,0.310517921391
251,S000583,lamarsmithtx21,TX,21.0,rep,Republican,Smith,"Smith, Lamar",R,1,1,1,202967.0,129765.0,R,D,0.220002885205
252,S001175,repspeier,CA,14.0,rep,Democrat,Speier,"Speier, Jackie",D,1,1,1,231630.0,54817.0,D,R,0.617262530241
253,S001187,repstevestivers,OH,15.0,rep,Republican,Stivers,"Stivers, Steve",R,1,1,1,222847.0,113960.0,R,D,0.323291974335
254,S001188,repstutzman,IN,3.0,rep,Republican,Stutzman,"Banks, Jim",R,0,0,0,201396.0,66023.0,R,D,0.506220575202
255,S001156,replindasanchez,CA,38.0,rep,Democrat,Sánchez,"Sanchez, Linda",D,1,1,1,163590.0,68524.0,D,R,0.409565989126
256,T000193,benniegthompson,MS,2.0,rep,Democrat,Thompson,"Thompson, Bennie",D,1,1,1,192343.0,83542.0,D,R,0.394370842924
257,T000460,repthompson,CA,5.0,rep,Democrat,Thompson,"Thompson, Mike",D,1,1,1,224526.0,67565.0,D,R,0.537370203122
258,T000467,congressmangt,PA,5.0,rep,Republican,Thompson,"Thompson, Glenn",R,1,1,1,206761.0,101082.0,R,D,0.343288624396
259,T000238,mactxpress,TX,13.0,rep,Republican,Thornberry,"Thornberry, Mac",R,1,1,1,199050.0,14725.0,R,L,0.862238334698
260,T000462,tiberipress,OH,12.0,rep,Republican,Tiberi,"Tiberi, Patrick",R,1,1,1,251266.0,112638.0,R,D,0.380946623285
261,T000470,reptipton,CO,3.0,rep,Republican,Tipton,"Tipton, Scott",R,1,1,1,204220.0,150914.0,R,D,0.150101088603
262,T000469,reppaultonko,NY,20.0,rep,Democrat,Tonko,"Tonko, Paul",D,1,1,1,213021.0,100738.0,D,R,0.357863838169
263,T000465,nikiinthehouse,MA,3.0,rep,Democrat,Tsongas,"Tsongas, Niki",D,1,1,1,236713.0,107519.0,D,R,0.375310836877
264,T000463,repmiketurner,OH,10.0,rep,Republican,Turner,"Turner, Michael",R,1,1,1,215724.0,109981.0,R,D,0.324658817028
265,U000031,repfredupton,MI,6.0,rep,Republican,Upton,"Upton, Fred",R,1,1,1,193259.0,119980.0,R,D,0.233939579682
266,V000128,chrisvanhollen,MD,8.0,rep,Democrat,Van Hollen,"Raskin, Jamie",D,0,0,0,220657.0,124651.0,D,R,0.278030048536
267,V000081,nydiavelazquez,NY,7.0,rep,Democrat,Velázquez,"Velazquez, Nydia",D,1,1,1,172146.0,17478.0,D,R,0.815656246045
268,V000108,repvisclosky,IN,1.0,rep,Democrat,Visclosky,"Visclosky, Pete",D,1,1,1,207515.0,47051.0,D,L,0.630343407996
269,W000798,repwalberg,MI,7.0,rep,Republican,Walberg,"Walberg, Tim",R,1,1,1,184321.0,134010.0,R,D,0.158046184632
270,W000791,repgregwalden,OR,2.0,rep,Republican,Walden,"Walden, Greg",R,1,1,1,272952.0,106640.0,R,D,0.438133574996
271,W000799,reptimwalz,MN,1.0,rep,Democrat,Walz,"Walz, Tim",D,1,1,1,169074.0,166526.0,D,R,0.00759237187128
272,W000797,repdwstweets,FL,23.0,rep,Democrat,Wasserman Schultz,"Wasserman Schultz, Debbie",D,1,1,1,183225.0,130818.0,D,R,0.166878421108
273,W000187,maxinewaters,CA,43.0,rep,Democrat,Waters,"Waters, Maxine",D,1,1,1,167017.0,52499.0,D,R,0.521684068587
274,W000806,repwebster,FL,10.0,rep,Republican,Webster,"Demings, Val",R,0,0,0,198491.0,107498.0,D,R,0.297373434993
275,W000800,peterwelch,VT,0.0,rep,Democrat,Welch,"Welch, Peter",D,1,1,1,264414.0,29410.0,D,LU,0.799812132433
276,W000796,repwestmoreland,GA,3.0,rep,Republican,Westmoreland,"Ferguson, Drew",R,1,1,1,207218.0,95969.0,R,D,0.366931959484
277,W000795,repjoewilson,SC,2.0,rep,Republican,Wilson,"Wilson, Joe",R,1,1,1,183746.0,109452.0,R,D,0.253391905811
278,W000808,repwilson,FL,24.0,rep,Democrat,Wilson,"Wilson, Frederica",D,1,1,0,,,D,,
279,W000804,robwittman,VA,1.0,rep,Republican,Wittman,"Wittman, Rob",R,1,1,1,230213.0,140785.0,R,D,0.241047121548
280,W000809,rep_stevewomack,AR,3.0,rep,Republican,Womack,"Womack, Steve",R,1,1,1,217192.0,63715.0,R,L,0.546362319202
281,W000810,reprobwoodall,GA,7.0,rep,Republican,Woodall,"Woodall, Rob",R,1,1,1,174081.0,114220.0,R,D,0.207633688402
282,Y000062,repjohnyarmuth,KY,3.0,rep,Democrat,Yarmuth,"Yarmuth, John",D,1,1,1,212401.0,122093.0,D,R,0.269983916004
283,Y000063,repkevinyoder,KS,3.0,rep,Republican,Yoder,"Yoder, Kevin",R,1,1,1,176022.0,139300.0,R,D,0.116458731075
284,Y000033,repdonyoung,AK,0.0,rep,Republican,Young,"Young, Don",R,1,1,1,155088.0,111019.0,R,D,0.165606316256
285,Y000064,reptoddyoung,IN,9.0,rep,Republican,Young,"Hollingsworth, Trey",R,1,1,1,174791.0,130627.0,R,D,0.144601824385
286,H001063,rep_janicehahn,CA,44.0,rep,Democrat,Hahn,"Barragan, Nanette",D,1,1,1,93124.0,85289.0,D,D,0.0439149613537
287,A000369,markamodeinv2,NV,2.0,rep,Republican,Amodei,"Amodei, Mark",R,1,1,1,182676.0,115722.0,R,D,0.224378179478
288,B001278,repbonamici,OR,1.0,rep,Democrat,Bonamici,"Bonamici, Suzanne",D,1,1,1,225391.0,139756.0,D,R,0.234521987035
289,D000617,repdelbene,WA,1.0,rep,Democrat,DelBene,"DelBene, Suzan",D,1,1,1,193619.0,155779.0,D,R,0.108300562682
290,M001184,repthomasmassie,KY,4.0,rep,Republican,Massie,"Massie, Thomas",R,1,1,1,233922.0,94065.0,R,D,0.426410193087
291,P000604,repdonaldpayne,NJ,10.0,rep,Democrat,Payne,"Payne, Donald",D,1,1,1,190856.0,26450.0,D,R,0.7565644759
292,S000018,repmattsalmon,AZ,5.0,rep,Republican,Salmon,"Biggs, Andy",R,0,0,0,205184.0,114940.0,R,D,0.281903262486
293,F000454,repbillfoster,IL,11.0,rep,Democrat,Foster,"Foster, Bill",D,1,1,1,166578.0,108995.0,D,R,0.208957336169
294,G000556,,FL,9.0,rep,Democrat,Grayson,"Soto, Darren",D,0,0,0,195311.0,144450.0,D,R,0.149696404237
295,K000368,repkirkpatrick,AZ,1.0,rep,Democrat,Kirkpatrick,"O'Halleran, Tom",D,0,0,0,142219.0,121745.0,D,R,0.0775636071586
296,T000468,repdinatitus,NV,1.0,rep,Democrat,Titus,"Titus, Dina",D,1,1,1,116537.0,54174.0,D,R,0.365313307285
297,S001191,repsinema,AZ,9.0,rep,Democrat,Sinema,"Sinema, Kyrsten",D,1,1,1,169055.0,108350.0,D,R,0.218831672104
298,L000578,replamalfa,CA,1.0,rep,Republican,LaMalfa,"LaMalfa, Doug",R,1,1,1,185448.0,128588.0,R,D,0.181062043842
299,H001068,rephuffman,CA,2.0,rep,Democrat,Huffman,"Huffman, Jared",D,1,1,1,254194.0,76572.0,D,R,0.537001989322
300,B001287,repbera,CA,7.0,rep,Democrat,Bera,"Bera, Ami",D,1,1,1,152133.0,145168.0,D,R,0.0234274354947
301,C001094,reppaulcook,CA,8.0,rep,Republican,Cook,"Cook, Paul",R,1,1,1,136972.0,83035.0,R,D,0.245160381261
302,S001193,repswalwell,CA,15.0,rep,Democrat,Swalwell,"Swalwell, Eric",D,1,1,1,198578.0,70619.0,D,R,0.475335906418
303,V000129,repdavidvaladao,CA,21.0,rep,Republican,Valadao,"Valadao, David",R,1,1,1,75126.0,57282.0,R,D,0.134765270981
304,B001285,juliabrownley26,CA,26.0,rep,Democrat,Brownley,"Brownley, Julia",D,1,1,1,169248.0,111059.0,D,R,0.207590249262
305,C001097,repcardenas,CA,29.0,rep,Democrat,Cárdenas,"Cardenas, Tony",D,1,1,1,128407.0,43417.0,D,D,0.494634044138
306,R000599,congressmanruiz,CA,36.0,rep,Democrat,Ruiz,"Ruiz, Raul",D,1,1,1,144348.0,88269.0,D,R,0.241078682985
307,T000472,repmarktakano,CA,41.0,rep,Democrat,Takano,"Takano, Mark",D,1,1,1,128164.0,69159.0,D,R,0.299027482858
308,L000579,replowenthal,CA,47.0,rep,Democrat,Lowenthal,"Lowenthal, Alan",D,1,1,1,154759.0,88109.0,D,R,0.274428907884
309,V000130,repjuanvargas,CA,51.0,rep,Democrat,Vargas,"Vargas, Juan",D,1,1,1,145162.0,54362.0,D,R,0.455083097773
310,P000608,repscottpeters,CA,52.0,rep,Democrat,Peters,"Peters, Scott",D,1,1,1,181253.0,139403.0,D,R,0.130513696921
311,E000293,repesty,CT,5.0,rep,Democrat,Esty,"Esty, Elizabeth",D,1,1,1,179252.0,129801.0,D,R,0.160008153941
312,Y000065,reptedyoho,FL,3.0,rep,Republican,Yoho,"Yoho, Ted",R,1,1,1,193843.0,136338.0,R,D,0.174162050512
313,D000621,repdesantis,FL,6.0,rep,Republican,DeSantis,"DeSantis, Ron",R,1,1,1,213519.0,151051.0,R,D,0.171347066407
314,M001191,repmurphyfl,FL,18.0,rep,Democrat,Murphy,"Mast, Brian",R,1,1,1,201488.0,161918.0,R,D,0.108886479585
315,F000462,reploisfrankel,FL,22.0,rep,Democrat,Frankel,"Deutch, Ted",D,1,1,1,199113.0,138737.0,D,R,0.178706526565
316,C001093,repdougcollins,GA,9.0,rep,Republican,Collins,"Collins, Doug",R,1,1,0,256535.0,0.0,R,NONE,1.0
317,G000571,tulsipress,HI,2.0,rep,Democrat,Gabbard,"Gabbard, Tulsi",D,1,1,1,170848.0,39668.0,D,R,0.623135533641
318,D000622,repduckworth,IL,8.0,rep,Democrat,Duckworth,"Krishnamoorthi, Raja",D,1,1,1,144954.0,144954.0,D,R,0.0
319,D000619,rodneydavis,IL,13.0,rep,Republican,Davis,"Davis, Rodney",R,1,1,1,187583.0,126811.0,R,D,0.193298854304
320,B001286,repcheri,IL,17.0,rep,Democrat,Bustos,"Bustos, Cheri",D,1,1,1,173125.0,113943.0,D,R,0.206160212911
321,W000813,repwalorski,IN,2.0,rep,Republican,Walorski,"Walorski, Jackie",R,1,1,1,164355.0,102401.0,R,D,0.232249696352
322,B001284,susanwbrooks,IN,5.0,rep,Republican,Brooks,"Brooks, Susan",R,1,1,1,221957.0,123849.0,R,D,0.283708206335
323,M001189,replukemesser,IN,6.0,rep,Republican,Messer,"Messer, Luke",R,1,1,1,204920.0,79135.0,R,D,0.442819172343
324,B001282,repandybarr,KY,6.0,rep,Republican,Barr,"Barr, Andy",R,1,1,1,202099.0,128728.0,R,D,0.221780568091
325,K000379,repjoekennedy,MA,4.0,rep,Democrat,Kennedy,"Kennedy, Joe",D,1,1,1,265823.0,113055.0,D,R,0.403211587899
326,D000620,repjohndelaney,MD,6.0,rep,Democrat,Delaney,"Delaney, John",D,1,1,1,185770.0,133081.0,D,R,0.165246463082
327,K000380,repdankildee,MI,5.0,rep,Democrat,Kildee,"Kildee, Dan",D,1,1,1,195279.0,112102.0,D,R,0.270599028567
328,N000127,usrepricknolan,MN,8.0,rep,Democrat,Nolan,"Nolan, Rick",D,1,1,1,179098.0,177089.0,D,R,0.00564029568738
329,W000812,repannwagner,MO,2.0,rep,Republican,Wagner,"Wagner, Ann",R,1,1,1,241954.0,155689.0,R,D,0.216940823804
330,H001067,reprichhudson,NC,8.0,rep,Republican,Hudson,"Hudson, Richard",R,1,1,1,189863.0,133182.0,R,D,0.17545852745
331,P000606,reppittenger,NC,9.0,rep,Republican,Pittenger,"Pittenger, Robert",R,1,1,1,193452.0,139041.0,R,D,0.163645550433
332,M001187,repmarkmeadows,NC,11.0,rep,Republican,Meadows,"Meadows, Mark",R,1,1,1,230405.0,129103.0,R,D,0.281779543153
333,H001065,repholding,NC,13.0,rep,Republican,Holding,"Budd, Ted",R,1,1,1,199443.0,156049.0,R,D,0.122067444556
334,C001096,repkevincramer,ND,0.0,rep,Republican,Cramer,"Cramer, Kevin",R,1,1,1,233980.0,80377.0,R,D,0.488625988923
335,K000382,repanniekuster,NH,2.0,rep,Democrat,Kuster,"Kuster, Annie",D,1,1,1,174371.0,158825.0,D,,0.0466572227758
336,L000580,replujangrisham,NM,1.0,rep,Democrat,Lujan Grisham,"Lujan Grisham, Michelle",D,1,1,1,181088.0,96879.0,D,R,0.302946033162
337,M001188,repgracemeng,NY,6.0,rep,Democrat,Meng,"Meng, Grace",D,1,1,1,136506.0,50617.0,D,R,0.458997557756
338,J000294,repjeffries,NY,8.0,rep,Democrat,Jeffries,"Jeffries, Hakeem",D,1,1,1,214595.0,15401.0,D,C,0.866075931755
339,M001185,repseanmaloney,NY,18.0,rep,Democrat,Maloney,"Maloney, Sean",D,1,1,1,162060.0,129369.0,D,R,0.112174835037
340,C001092,repchriscollins,NY,27.0,rep,Republican,Collins,"Collins, Chris",R,1,1,1,220885.0,107832.0,R,D,0.343921975438
341,W000815,repbradwenstrup,OH,2.0,rep,Republican,Wenstrup,"Wenstrup, Brad",R,1,1,1,221193.0,111694.0,R,D,0.328937447242
342,B001281,repbeatty,OH,3.0,rep,Democrat,Beatty,"Beatty, Joyce",D,1,1,1,199791.0,91560.0,D,R,0.371479761525
343,J000295,repdavejoyce,OH,14.0,rep,Republican,Joyce,"Joyce, David",R,1,1,1,219191.0,130907.0,R,D,0.25216939257
344,B001283,repjbridenstine,OK,1.0,rep,Republican,Bridenstine,"Bridenstine, Jim",R,1,1,1,,,R,,
345,M001190,repmullin,OK,2.0,rep,Republican,Mullin,"Mullin, Markwayne",R,1,1,1,189839.0,62387.0,R,D,0.505308731059
346,P000605,repscottperry,PA,4.0,rep,Republican,Perry,"Perry, Scott",R,1,1,1,220628.0,113372.0,R,D,0.321125748503
347,R000598,keithrothfus,PA,12.0,rep,Republican,Rothfus,"Rothfus, Keith",R,1,1,1,221851.0,137353.0,R,D,0.235236801372
348,C001090,repcartwright,PA,17.0,rep,Democrat,Cartwright,"Cartwright, Matt",D,1,1,1,157734.0,135430.0,D,R,0.0760802827087
349,R000597,reptomrice,SC,7.0,rep,Republican,Rice,"Rice, Tom",R,1,1,1,176468.0,112744.0,R,D,0.220336638867
350,W000814,txrandy14,TX,14.0,rep,Republican,Weber,"Weber, Randy",R,1,1,1,160631.0,99054.0,R,D,0.237121897684
351,O000170,repbetoorourke,TX,16.0,rep,Democrat,O'Rourke,"O'Rourke, Beto",D,1,1,1,150228.0,17491.0,D,L,0.79142494291
352,C001091,joaquincastrotx,TX,20.0,rep,Democrat,Castro,"Castro, Joaquin",D,1,1,1,149640.0,29055.0,D,L,0.67480903215
353,W000816,reprwilliams,TX,25.0,rep,Republican,Williams,"Williams, Roger",R,1,1,1,180988.0,117073.0,R,D,0.21443597116
354,V000131,repveasey,TX,33.0,rep,Democrat,Veasey,"Veasey, Marc",D,1,1,1,93147.0,33222.0,D,R,0.474206490516
355,V000132,repfilemonvela,TX,34.0,rep,Democrat,Vela,"Vela, Filemon",D,1,1,1,104638.0,62323.0,D,R,0.253442420685
356,S001192,repchrisstewart,UT,2.0,rep,Republican,Stewart,"Stewart, Chris",R,1,1,1,170524.0,93778.0,R,D,0.290372377054
357,K000381,repderekkilmer,WA,6.0,rep,Democrat,Kilmer,"Kilmer, Derek",D,1,1,1,201718.0,126116.0,D,R,0.230610613908
358,H001064,repdennyheck,WA,10.0,rep,Democrat,Heck,"Heck, Denny",D,1,1,1,170460.0,120104.0,D,R,0.173304332264
359,P000607,repmarkpocan,WI,2.0,rep,Democrat,Pocan,"Pocan, Mark",D,1,1,1,273537.0,124044.0,D,R,0.376006398696
360,K000385,reprobinkelly,IL,2.0,rep,Democrat,Kelly,"Kelly, Robin",D,1,1,1,235051.0,59471.0,D,R,0.596152409667
361,S000051,repsanfordsc,SC,1.0,rep,Republican,Sanford,"Sanford, Mark",R,1,1,1,190410.0,119799.0,R,D,0.227623956752
362,S001195,repjasonsmith,MO,8.0,rep,Republican,Smith,"Smith, Jason",R,1,1,1,229792.0,70009.0,R,D,0.532963532477
363,C001101,repkclark,MA,5.0,rep,Democrat,Clark,"Clark, Katherine",D,1,1,1,285606.0,4201.0,D,Write in,0.971008291725
364,B001289,repbyrne,AL,1.0,rep,Republican,Byrne,"Byrne, Bradley",R,1,1,0,208083.0,7810.0,R,write in,0.927649344814
365,J000296,usrepdavidjolly,FL,13.0,rep,Republican,Jolly,"Crist, Charlie",R,1,0,1,184693.0,171149.0,D,R,0.038061836433
366,C001102,repcurtclawson,FL,19.0,rep,Republican,Clawson,"Rooney, Francis",R,0,0,0,239225.0,123812.0,R,D,0.317909744737
367,B001290,repdavebrat,VA,7.0,rep,Republican,Brat,"Brat, Dave",R,1,1,1,218057.0,160159.0,R,D,0.153081836834
368,N000188,donaldnorcross,NJ,1.0,rep,Democrat,Norcross,"Norcross, Donald",D,1,1,1,183231.0,112388.0,D,R,0.239642918757
369,A000370,repadams,NC,12.0,rep,Democrat,Adams,"Adams, Alma",D,1,1,1,234115.0,115185.0,D,R,0.340480961924
370,D000613,repdold,IL,10.0,rep,Republican,Dold,"Schneider, Brad",R,1,0,1,150435.0,135535.0,D,R,0.0521033674861
371,G000570,repfrankguinta,NH,1.0,rep,Republican,Guinta,"Shea-Porter, Carol",R,0,0,0,162080.0,157176.0,D,R,0.0153607136593
372,P000609,usrepgarypalmer,AL,6.0,rep,Republican,Palmer,"Palmer, Gary",R,1,1,1,245313.0,83709.0,R,D,0.491164724547
373,H001072,repfrenchhill,AR,2.0,rep,Republican,Hill,"Hill, French",R,1,1,1,176472.0,111347.0,R,D,0.226270677057
374,W000821,repwesterman,AR,4.0,rep,Republican,Westerman,"Westerman, Bruce",R,1,1,1,182885.0,61274.0,R,L,0.498081168419
375,M001197,repmcsally,AZ,2.0,rep,Republican,McSally,"McSally, Martha",R,1,1,1,179806.0,135873.0,R,D,0.13916985292
376,G000574,reprubengallego,AZ,7.0,rep,Democrat,Gallego,"Gallego, Ruben",D,1,1,1,119465.0,39286.0,D,R,0.50506138544
377,D000623,repdesaulnier,CA,11.0,rep,Democrat,DeSaulnier,"DeSaulnier, Mark",D,1,1,1,214868.0,83341.0,D,R,0.441056440282
378,K000387,steveknight25,CA,25.0,rep,Republican,Knight,"Knight, Steve",R,1,1,1,138755.0,122406.0,R,D,0.0626012306585
379,A000371,reppeteaguilar,CA,31.0,rep,Democrat,Aguilar,"Aguilar, Pete",D,1,1,1,121070.0,94866.0,D,R,0.121350770599
380,L000582,reptedlieu,CA,33.0,rep,Democrat,Lieu,"Lieu, Ted",D,1,1,1,219397.0,110822.0,D,R,0.328796949903
381,T000474,normajtorres,CA,35.0,rep,Democrat,Torres,"Torres, Norma",D,1,1,1,124044.0,47309.0,D,R,0.447818246544
382,W000820,repmimiwalters,CA,45.0,rep,Republican,Walters,"Walters, Mimi",R,1,1,1,182618.0,129231.0,R,D,0.171195033494
383,B001297,repkenbuck,CO,4.0,rep,Republican,Buck,"Buck, Ken",R,1,1,1,248230.0,123642.0,R,D,0.335029257379
384,G000575,repgwengraham,FL,2.0,rep,Democrat,Graham,"Dunn, Neal",D,0,0,0,231163.0,102801.0,R,D,0.384358793163
385,C001107,repcurbelo,FL,26.0,rep,Republican,Curbelo,"Curbelo, Carlos",R,1,1,1,148547.0,115493.0,R,D,0.125185577943
