,_merge,id.bioguide,handle,name.official_full,bio.gender,terms,week1,week2,week3,week4,week5,week6,week7,week8,week9
95,both,C000542,sendancoats,Daniel Coats,M,"[{u'end': u'1983-01-03', u'district': 4, u'start': u'1981-01-05', u'state': u'IN', u'party': u'Republican', u'type': u'rep'}, {u'end': u'1985-01-03', u'district': 4, u'start': u'1983-01-03', u'state': u'IN', u'party': u'Republican', u'type': u'rep'}, {u'end': u'1987-01-03', u'district': 4, u'start': u'1985-01-03', u'state': u'IN', u'party': u'Republican', u'type': u'rep'}, {u'end': u'1989-01-03', u'district': 4, u'start': u'1987-01-06', u'state': u'IN', u'party': u'Republican', u'type': u'rep'}, {u'end': u'1993-01-03', u'start': u'1989-01-03', u'state': u'IN', u'party': u'Republican', u'type': u'sen', u'class': 3}, {u'end': u'1999-01-03', u'start': u'1993-01-05', u'state': u'IN', u'party': u'Republican', u'type': u'sen', u'class': 3}, {u'rss_url': u'http://www.coats.senate.gov/rss/feeds/?type=all&amp;', u'fax': u'202-228-1820', u'end': u'2017-01-03', u'office': u'493 Russell Senate Office Building', u'phone': u'202-224-5623', u'url': u'http://www.coats.senate.gov', u'state_rank': u'senior', u'contact_form': u'http://www.coats.senate.gov/contact/', u'start': u'2011-01-05', u'state': u'IN', u'address': u'493 Russell Senate Office Building Washington DC 20510', u'party': u'Republican', u'type': u'sen', u'class': 3}]",1.928316,1.221490825,,1.9417025,0.867233766667,3.387825,2.05875,1.81316266667,0.714777
96,both,C001077,repmikecoffman,Mike Coffman,M,"[{u'end': u'2011-01-03', u'district': 6, u'url': u'http://coffman.house.gov', u'start': u'2009-01-06', u'state': u'CO', u'party': u'Republican', u'type': u'rep'}, {u'fax': u'202-226-4623', u'end': u'2013-01-03', u'district': 6, u'office': u'1222 Longworth House Office Building', u'phone': u'202-225-7882', u'url': u'http://coffman.house.gov', u'start': u'2011-01-05', u'state': u'CO', u'address': u'1222 Longworth HOB; Washington DC 20515-0606', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://forms.house.gov/coffman/contact-form.shtml'}, {u'rss_url': u'http://coffman.house.gov/index.php?format=feed&amp;type=rss', u'fax': u'202-226-4623', u'end': u'2015-01-03', u'district': 6, u'office': u'2443 Rayburn House Office Building', u'phone': u'202-225-7882', u'url': u'http://coffman.house.gov', u'start': u'2013-01-03', u'state': u'CO', u'address': u'2443 Rayburn HOB; Washington DC 20515-0606', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://coffman.house.gov/contact/email-me'}, {u'rss_url': u'http://coffman.house.gov/index.php?format=feed&amp;type=rss', u'fax': u'202-226-4623', u'end': u'2017-01-03', u'district': 6, u'office': u'2443 Rayburn House Office Building', u'phone': u'202-225-7882', u'url': u'http://coffman.house.gov', u'start': u'2015-01-06', u'state': u'CO', u'address': u'2443 Rayburn HOB; Washington DC 20515-0606', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://coffman.house.gov/contact/email-me'}]",1.30064863333,19.6926635,3.93032666667,12.6586,,0.974138,3.07044,2.60271,
97,both,C001068,repcohen,Steve Cohen,M,"[{u'end': u'2009-01-03', u'district': 9, u'url': u'http://cohen.house.gov', u'start': u'2007-01-04', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 9, u'url': u'http://cohen.house.gov', u'start': u'2009-01-06', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-225-5663', u'end': u'2013-01-03', u'district': 9, u'office': u'1005 Longworth House Office Building', u'phone': u'202-225-3265', u'url': u'http://cohen.house.gov', u'start': u'2011-01-05', u'state': u'TN', u'address': u'1005 Longworth HOB; Washington DC 20515-4209', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://cohen.house.gov/index.php?option=com_email_form&amp;Itemid=113'}, {u'rss_url': u'http://cohen.house.gov/rss.xml', u'fax': u'202-225-5663', u'end': u'2015-01-03', u'district': 9, u'office': u'2404 Rayburn House Office Building', u'phone': u'202-225-3265', u'url': u'http://cohen.house.gov', u'start': u'2013-01-03', u'state': u'TN', u'address': u'2404 Rayburn HOB; Washington DC 20515-4209', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://cohen.house.gov/contact-me/email-me'}, {u'rss_url': u'http://cohen.house.gov/rss.xml', u'fax': u'202-225-5663', u'end': u'2017-01-03', u'district': 9, u'office': u'2404 Rayburn House Office Building', u'phone': u'202-225-3265', u'url': u'http://cohen.house.gov', u'start': u'2015-01-06', u'state': u'TN', u'address': u'2404 Rayburn HOB; Washington DC 20515-4209', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://cohen.house.gov/contact-me/email-me'}]",-11.3916245,-48.42999,-11.027258,-25.3313466667,-23.5508716667,-7.175284,-22.966448,-23.4758775,-11.61736
98,both,C001053,tomcoleok04,Tom Cole,M,"[{u'end': u'2005-01-03', u'district': 4, u'url': u'http://www.house.gov/cole', u'start': u'2003-01-07', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2007-01-03', u'district': 4, u'url': u'http://www.house.gov/cole', u'start': u'2005-01-04', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 4, u'url': u'http://www.house.gov/cole', u'start': u'2007-01-04', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 4, u'url': u'http://www.house.gov/cole', u'start': u'2009-01-06', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'fax': u'202-225-3512', u'end': u'2013-01-03', u'district': 4, u'office': u'2458 Rayburn House Office Building', u'phone': u'202-225-6165', u'url': u'http://www.house.gov/cole', u'start': u'2011-01-05', u'state': u'OK', u'address': u'2458 Rayburn HOB; Washington DC 20515-3604', u'party': u'Republican', u'type': u'rep', u'contact_form': u'http://www.cole.house.gov/contact-tom.html'}, {u'rss_url': u'http://cole.house.gov/rss.xml', u'fax': u'202-225-3512', u'end': u'2015-01-03', u'district': 4, u'office': u'2458 Rayburn House Office Building', u'phone': u'202-225-6165', u'url': u'http://cole.house.gov', u'start': u'2013-01-03', u'state': u'OK', u'address': u'2458 Rayburn HOB; Washington DC 20515-3604', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://coleforms.house.gov/contact/default.aspx'}, {u'rss_url': u'http://cole.house.gov/rss.xml', u'fax': u'202-225-3512', u'end': u'2017-01-03', u'district': 4, u'office': u'2467 Rayburn House Office Building', u'phone': u'202-225-6165', u'url': u'http://cole.house.gov', u'start': u'2015-01-06', u'state': u'OK', u'address': u'2467 Rayburn HOB; Washington DC 20515-3604', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://coleforms.house.gov/contact/default.aspx'}]",-0.927027,1.490305,0.890323,,,,1.97872,,1.15957
99,both,C001062,conawaytx11,K. Michael Conaway,M,"[{u'end': u'2007-01-03', u'district': 11, u'start': u'2005-01-04', u'state': u'TX', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 11, u'url': u'http://www.house.gov/conaway', u'start': u'2007-01-04', u'state': u'TX', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 11, u'url': u'http://www.house.gov/conaway', u'start': u'2009-01-06', u'state': u'TX', u'party': u'Republican', u'type': u'rep'}, {u'fax': u'202-225-1783', u'end': u'2013-01-03', u'district': 11, u'office': u'2430 Rayburn House Office Building', u'phone': u'202-225-3605', u'url': u'http://www.house.gov/conaway', u'start': u'2011-01-05', u'state': u'TX', u'address': u'2430 Rayburn HOB; Washington DC 20515-4311', u'party': u'Republican', u'type': u'rep', u'contact_form': u'http://conaway.house.gov/Contact/default.aspx#email'}, {u'fax': u'202-225-1783', u'end': u'2015-01-03', u'district': 11, u'office': u'2430 Rayburn House Office Building', u'phone': u'202-225-3605', u'url': u'http://conaway.house.gov', u'start': u'2013-01-03', u'state': u'TX', u'address': u'2430 Rayburn HOB; Washington DC 20515-4311', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://conaway.house.gov/forms/writeyourrep/default.aspx'}, {u'fax': u'202-225-1783', u'end': u'2017-01-03', u'district': 11, u'office': u'2430 Rayburn House Office Building', u'phone': u'202-225-3605', u'url': u'http://conaway.house.gov', u'start': u'2015-01-06', u'state': u'TX', u'address': u'2430 Rayburn HOB; Washington DC 20515-4311', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://conaway.house.gov/forms/writeyourrep/default.aspx'}]",,,,,,,,,
100,both,C001078,gerryconnolly,Gerald E. Connolly,M,"[{u'end': u'2011-01-03', u'district': 11, u'url': u'http://connolly.house.gov', u'start': u'2009-01-06', u'state': u'VA', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-225-3071', u'end': u'2013-01-03', u'district': 11, u'office': u'424 Cannon House Office Building', u'phone': u'202-225-1492', u'url': u'http://connolly.house.gov', u'start': u'2011-01-05', u'state': u'VA', u'address': u'424 Cannon HOB; Washington DC 20515-4611', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://forms.house.gov/connolly/contact-form.shtml'}, {u'rss_url': u'http://connolly.house.gov/common/rss//index.cfm?rss=44', u'fax': u'202-225-3071', u'end': u'2015-01-03', u'district': 11, u'office': u'424 Cannon House Office Building', u'phone': u'202-225-1492', u'url': u'http://connolly.house.gov', u'start': u'2013-01-03', u'state': u'VA', u'address': u'424 Cannon HOB; Washington DC 20515-4611', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://forms.house.gov/connolly/contact-form.shtml'}, {u'rss_url': u'http://connolly.house.gov/common/rss//index.cfm?rss=44', u'fax': u'202-225-3071', u'end': u'2017-01-03', u'district': 11, u'office': u'2238 Rayburn House Office Building', u'phone': u'202-225-1492', u'url': u'http://connolly.house.gov', u'start': u'2015-01-06', u'state': u'VA', u'address': u'2238 Rayburn HOB; Washington DC 20515-4611', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://forms.house.gov/connolly/contact-form.shtml'}]",-0.422923,-2.58593933333,-2.944582,-1.42232233333,-0.822362,-1.31303333333,-2.395008,-1.74913,-0.8131765
101,both,C000714,repjohnconyers,John Conyers Jr.,M,"[{u'end': u'1967-01-03', u'district': 1, u'start': u'1965-01-04', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1969-01-03', u'district': 1, u'start': u'1967-01-10', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1971-01-03', u'district': 1, u'start': u'1969-01-03', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1973-01-03', u'district': 1, u'start': u'1971-01-21', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1975-01-03', u'district': 1, u'start': u'1973-01-03', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1977-01-03', u'district': 1, u'start': u'1975-01-14', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1979-01-03', u'district': 1, u'start': u'1977-01-04', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1981-01-03', u'district': 1, u'start': u'1979-01-15', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1983-01-03', u'district': 1, u'start': u'1981-01-05', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1985-01-03', u'district': 1, u'start': u'1983-01-03', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1987-01-03', u'district': 1, u'start': u'1985-01-03', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1989-01-03', u'district': 1, u'start': u'1987-01-06', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1991-01-03', u'district': 1, u'start': u'1989-01-03', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1993-01-03', u'district': 1, u'start': u'1991-01-03', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1995-01-03', u'district': 14, u'start': u'1993-01-05', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1997-01-03', u'district': 14, u'start': u'1995-01-04', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1999-01-03', u'district': 14, u'start': u'1997-01-07', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2001-01-03', u'district': 14, u'start': u'1999-01-06', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2003-01-03', u'district': 14, u'start': u'2001-01-03', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2005-01-03', u'district': 14, u'url': u'http://www.house.gov/conyers', u'start': u'2003-01-07', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2007-01-03', u'district': 14, u'url': u'http://www.house.gov/conyers', u'start': u'2005-01-04', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 14, u'url': u'http://www.house.gov/conyers', u'start': u'2007-01-04', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 14, u'url': u'http://www.house.gov/conyers', u'start': u'2009-01-06', u'state': u'MI', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-225-0072', u'end': u'2013-01-03', u'district': 14, u'office': u'2426 Rayburn House Office Building', u'phone': u'202-225-5126', u'url': u'http://www.house.gov/conyers', u'start': u'2011-01-05', u'state': u'MI', u'address': u'2426 Rayburn HOB; Washington DC 20515-2214', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://conyers.house.gov/index.cfm?FuseAction=Contact.OnlineContactForm'}, {u'rss_url': u'http://conyers.house.gov/index.cfm/rss/feed', u'fax': u'202-225-0072', u'end': u'2015-01-03', u'district': 13, u'office': u'2426 Rayburn House Office Building', u'phone': u'202-225-5126', u'url': u'http://conyers.house.gov', u'start': u'2013-01-03', u'state': u'MI', u'address': u'2426 Rayburn HOB; Washington DC 20515-2213', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://conyers.house.gov/index.cfm/online-contact-form'}, {u'rss_url': u'http://conyers.house.gov/index.cfm/rss/feed', u'fax': u'202-225-0072', u'end': u'2017-01-03', u'district': 13, u'office': u'2426 Rayburn House Office Building', u'phone': u'202-225-5126', u'url': u'https://conyers.house.gov', u'start': u'2015-01-06', u'state': u'MI', u'address': u'2426 Rayburn HOB; Washington DC 20515-2213', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://conyers.house.gov/index.cfm/online-contact-form'}]",-45.93528,-2.13879553333,-23.2408633333,-27.2205933333,-0.994653,-1.02655,,-22.07857,
102,both,C000754,repjimcooper,Jim Cooper,M,"[{u'end': u'1985-01-03', u'district': 4, u'start': u'1983-01-03', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1987-01-03', u'district': 4, u'start': u'1985-01-03', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1989-01-03', u'district': 4, u'start': u'1987-01-06', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1991-01-03', u'district': 4, u'start': u'1989-01-03', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1993-01-03', u'district': 4, u'start': u'1991-01-03', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1995-01-03', u'district': 4, u'start': u'1993-01-05', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2005-01-03', u'district': 5, u'url': u'http://www.house.gov/cooper', u'start': u'2003-01-07', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2007-01-03', u'district': 5, u'url': u'http://www.house.gov/cooper', u'start': u'2005-01-04', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 5, u'url': u'http://cooper.house.gov', u'start': u'2007-01-04', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 5, u'url': u'http://cooper.house.gov', u'start': u'2009-01-06', u'state': u'TN', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-226-1035', u'end': u'2013-01-03', u'district': 5, u'office': u'1536 Longworth House Office Building', u'phone': u'202-225-4311', u'url': u'http://cooper.house.gov', u'start': u'2011-01-05', u'state': u'TN', u'address': u'1536 Longworth HOB; Washington DC 20515-4205', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://cooper.house.gov/index.php?option=com_content&amp;task=view&amp;id=117&amp;Itemid=61'}, {u'rss_url': u'http://cooper.house.gov/index.php?format=feed&amp;type=rss', u'fax': u'202-226-1035', u'end': u'2015-01-03', u'district': 5, u'office': u'1536 Longworth House Office Building', u'phone': u'202-225-4311', u'url': u'http://cooper.house.gov', u'start': u'2013-01-03', u'state': u'TN', u'address': u'1536 Longworth HOB; Washington DC 20515-4205', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://cooper.house.gov/contact/email-me'}, {u'rss_url': u'http://cooper.house.gov/index.php?format=feed&amp;type=rss', u'fax': u'202-226-1035', u'end': u'2017-01-03', u'district': 5, u'office': u'1536 Longworth House Office Building', u'phone': u'202-225-4311', u'url': u'http://cooper.house.gov', u'start': u'2015-01-06', u'state': u'TN', u'address': u'1536 Longworth HOB; Washington DC 20515-4205', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://cooper.house.gov/contact/email-me'}]",-6.70001,-8.67158,-9.96679,-24.05314,-1.01205935,-1.04192333333,,-4.69565,
103,both,C001059,repjimcosta,Jim Costa,M,"[{u'end': u'2007-01-03', u'district': 20, u'start': u'2005-01-04', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 20, u'url': u'http://www.house.gov/costa', u'start': u'2007-01-04', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 20, u'url': u'http://www.house.gov/costa', u'start': u'2009-01-06', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-225-9308', u'end': u'2013-01-03', u'district': 20, u'office': u'1314 Longworth House Office Building', u'phone': u'202-225-3341', u'url': u'http://www.house.gov/costa', u'start': u'2011-01-05', u'state': u'CA', u'address': u'1314 Longworth HOB; Washington DC 20515-0520', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://www.house.gov/formcosta/issue.htm'}, {u'rss_url': u'http://costa.house.gov/index.php?format=feed&amp;type=rss', u'fax': u'202-225-9308', u'end': u'2015-01-03', u'district': 16, u'office': u'1314 Longworth House Office Building', u'phone': u'202-225-3341', u'url': u'http://costa.house.gov', u'start': u'2013-01-03', u'state': u'CA', u'address': u'1314 Longworth HOB; Washington DC 20515-0516', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://www.house.gov/formcosta/issue.htm'}, {u'rss_url': u'http://costa.house.gov/index.php?format=feed&amp;type=rss', u'fax': u'202-225-9308', u'end': u'2017-01-03', u'district': 16, u'office': u'1314 Longworth House Office Building', u'phone': u'202-225-3341', u'url': u'https://costa.house.gov', u'start': u'2015-01-06', u'state': u'CA', u'address': u'1314 Longworth HOB; Washington DC 20515-0516', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://www.house.gov/formcosta/issue.htm'}]",-1.859375,-23.0255,-0.38201,-17.810997,-0.9065885,-1.391505,-30.8571,,-3.480705
104,both,C001069,repjoecourtney,Joe Courtney,M,"[{u'end': u'2009-01-03', u'district': 2, u'url': u'http://courtney.house.gov', u'start': u'2007-01-04', u'state': u'CT', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 2, u'url': u'http://courtney.house.gov', u'start': u'2009-01-06', u'state': u'CT', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-225-4977', u'end': u'2013-01-03', u'district': 2, u'office': u'215 Cannon House Office Building', u'phone': u'202-225-2076', u'url': u'http://courtney.house.gov', u'start': u'2011-01-05', u'state': u'CT', u'address': u'215 Cannon HOB; Washington DC 20515-0702', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://courtney.house.gov/email/'}, {u'rss_url': u'http://courtney.house.gov/index.php?format=feed&amp;type=rss', u'fax': u'202-225-4977', u'end': u'2015-01-03', u'district': 2, u'office': u'2348 Rayburn House Office Building', u'phone': u'202-225-2076', u'url': u'http://courtney.house.gov', u'start': u'2013-01-03', u'state': u'CT', u'address': u'2348 Rayburn HOB; Washington DC 20515-0702', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://courtney.house.gov/email-joe1'}, {u'rss_url': u'http://courtney.house.gov/index.php?format=feed&amp;type=rss', u'fax': u'202-225-4977', u'end': u'2017-01-03', u'district': 2, u'office': u'2348 Rayburn House Office Building', u'phone': u'202-225-2076', u'url': u'http://courtney.house.gov', u'start': u'2015-01-06', u'state': u'CT', u'address': u'2348 Rayburn HOB; Washington DC 20515-0702', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://courtney.house.gov/email-joe1'}]",-51.782812,-56.226165,-18.3137332,-1.60956425,-1.7714785,-3.13519666667,-0.017029298775,-3.3892,-21.830563
105,both,C000880,mikecrapo,Mike Crapo,M,"[{u'end': u'1995-01-03', u'district': 2, u'start': u'1993-01-05', u'state': u'ID', u'party': u'Republican', u'type': u'rep'}, {u'end': u'1997-01-03', u'district': 2, u'start': u'1995-01-04', u'state': u'ID', u'party': u'Republican', u'type': u'rep'}, {u'end': u'1999-01-03', u'district': 2, u'start': u'1997-01-07', u'state': u'ID', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2005-01-03', u'url': u'http://crapo.senate.gov/', u'start': u'1999-01-06', u'state': u'ID', u'party': u'Republican', u'type': u'sen', u'class': 3}, {u'end': u'2011-01-03', u'url': u'http://crapo.senate.gov', u'start': u'2005-01-04', u'state': u'ID', u'party': u'Republican', u'type': u'sen', u'class': 3}, {u'fax': u'202-228-1375', u'end': u'2017-01-03', u'office': u'239 Dirksen Senate Office Building', u'phone': u'202-224-6142', u'url': u'http://www.crapo.senate.gov', u'state_rank': u'senior', u'contact_form': u'http://www.crapo.senate.gov/contact/email.cfm', u'start': u'2011-01-05', u'state': u'ID', u'address': u'239 Dirksen Senate Office Building Washington DC 20510', u'party': u'Republican', u'type': u'sen', u'class': 3}]",-2.9669216,7.06991142857,2.2891315,2.91163,1.81356,3.97712,2.62896066667,0.977778,2.00900333333
106,both,C001087,reprickcrawford,"Eric A. ""Rick"" Crawford",M,"[{u'fax': u'202-225-5602', u'end': u'2013-01-03', u'district': 1, u'office': u'1408 Longworth House Office Building', u'phone': u'202-225-4076', u'url': u'http://crawford.house.gov/', u'start': u'2011-01-05', u'state': u'AR', u'address': u'1408 Longworth HOB; Washington DC 20515-0401', u'party': u'Republican', u'type': u'rep'}, {u'rss_url': u'http://crawford.house.gov/news/rss.aspx', u'fax': u'202-225-5602', u'end': u'2015-01-03', u'district': 1, u'office': u'1711 Longworth House Office Building', u'phone': u'202-225-4076', u'url': u'http://crawford.house.gov', u'start': u'2013-01-03', u'state': u'AR', u'address': u'1711 Longworth HOB; Washington DC 20515-0401', u'party': u'Republican', u'type': u'rep', u'contact_form': u'http://crawford.house.gov/contact/'}, {u'rss_url': u'http://crawford.house.gov/news/rss.aspx', u'fax': u'202-225-5602', u'end': u'2017-01-03', u'district': 1, u'office': u'1711 Longworth House Office Building', u'phone': u'202-225-4076', u'url': u'http://crawford.house.gov', u'start': u'2015-01-06', u'state': u'AR', u'address': u'1711 Longworth HOB; Washington DC 20515-0401', u'party': u'Republican', u'type': u'rep', u'contact_form': u'http://crawford.house.gov/contact/'}]",-1.03017,4.39728,1.829157,6.45294666667,1.90678,1.314195,,,
107,left_only,C001045,andercrenshaw,Ander Crenshaw,M,"[{u'end': u'2003-01-03', u'district': 4, u'start': u'2001-01-03', u'state': u'FL', u'party': u'Independent', u'type': u'rep'}, {u'end': u'2005-01-03', u'district': 4, u'url': u'http://crenshaw.house.gov', u'start': u'2003-01-07', u'state': u'FL', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2007-01-03', u'district': 4, u'url': u'http://crenshaw.house.gov', u'start': u'2005-01-04', u'state': u'FL', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 4, u'url': u'http://crenshaw.house.gov', u'start': u'2007-01-04', u'state': u'FL', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 4, u'url': u'http://crenshaw.house.gov', u'start': u'2009-01-06', u'state': u'FL', u'party': u'Republican', u'type': u'rep'}, {u'fax': u'202-225-2504', u'end': u'2013-01-03', u'district': 4, u'office': u'440 Cannon House Office Building', u'phone': u'202-225-2501', u'url': u'http://crenshaw.house.gov', u'start': u'2011-01-05', u'state': u'FL', u'address': u'440 Cannon HOB; Washington DC 20515-0904', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://forms.house.gov/wyr/welcome.shtml'}, {u'fax': u'202-225-2504', u'end': u'2015-01-03', u'district': 4, u'office': u'440 Cannon House Office Building', u'phone': u'202-225-2501', u'url': u'http://crenshaw.house.gov', u'start': u'2013-01-03', u'state': u'FL', u'address': u'440 Cannon HOB; Washington DC 20515-0904', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://forms.house.gov/write/crenshaw/email-me.shtml'}, {u'fax': u'202-225-2504', u'end': u'2017-01-03', u'district': 4, u'office': u'2161 Rayburn House Office Building', u'phone': u'202-225-2501', u'url': u'https://crenshaw.house.gov', u'start': u'2015-01-06', u'state': u'FL', u'address': u'2161 Rayburn HOB; Washington DC 20515-0904', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://forms.house.gov/write/crenshaw/email-me.shtml'}]",,,,,,,,,
